,CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
598,1.0,5.0,2.0,3.0,1.0
599,7.0,13.0,1.0,1.0,4.0
600,4.0,20.0,1.0,50.0,1.0
601,2.0,19.0,4.0,1.0,3.0
602,1.0,1.0,2.0,1.0,1.0
603,2.0,1.0,8.0,2.0,2.0
604,1.0,1.0,6.0,1.0,1.0
605,2.0,4.0,2.0,2.0,6.0
606,2.0,3.0,2.0,5.0,20.0
607,35.0,2.0,15.0,3.0,1.0
608,5.0,1.0,1.0,1.0,32.0
609,1.0,1.0,3.0,1.0,22.0
610,19.0,2.0,7.0,17.0,12.0
611,4.0,9.0,28.0,1.0,3.0
612,1.0,4.0,2.0,1.0,12.0
613,6.0,1.0,1.0,1.0,1.0
614,1.0,109.0,70.0,4.0,1.0
615,12.0,3.0,1.0,25.0,1.0
616,6.0,1.0,16.0,46.0,5.0
617,1.0,5.0,1.0,1.0,4.0
618,5.0,1.0,1.0,1.0,36.0
619,1.0,2.0,121.0,1.0,7.0
620,1.0,1.0,4.0,19.0,16.0
621,11.0,1.0,14.0,1.0,16.0
622,4.0,34.0,4.0,1.0,1.0
623,2.0,3.0,1.0,1.0,6.0
624,2.0,11.0,24.0,1.0,2.0
625,1.0,1.0,133.0,10.0,31.0
