CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
1.0,29.0,1.0,4.0,17
1.0,4.0,1.0,16.0,1
1.0,2.0,9.0,1.0,8
1.0,5.0,47.0,1.0,48
52.0,5.0,3.0,419.0,94
214.0,9.0,7.0,22.0,2
2.0,2.0,39.0,8.0,1
3.0,2.0,1.0,1.0,1
4.0,4.0,121.0,2.0,1
1.0,4.0,1.0,1.0,1
1.0,5.0,2.0,39.0,2
60.0,2.0,1.0,2.0,1
6.0,43.0,2.0,27.0,1
2.0,1.0,1.0,5.0,20
2.0,9.0,11.0,26.0,27
1.0,1.0,23.0,71.0,20
1.0,4.0,5.0,2.0,1
1.0,3.0,18.0,1.0,58
18.0,1.0,1.0,1.0,227
7.0,2.0,1.0,2.0,9
9.0,330.0,1.0,1.0,1
1.0,190.0,3.0,4.0,71
39.0,1.0,2.0,46.0,1
116.0,21.0,3.0,7.0,58
2.0,3.0,1.0,38.0,8
51.0,2.0,1.0,3.0,2
7.0,11.0,1.0,3.0,12
11.0,4.0,1.0,16.0,4
1.0,2.0,1.0,10.0,1
45.0,33.0,35.0,1.0,21
52.0,7.0,1.0,1.0,10
15.0,3.0,108.0,2.0,1
1.0,2.0,6.0,1.0,2
7.0,11.0,3.0,1.0,1
5.0,3.0,38.0,13.0,31
28.0,1.0,1.0,50.0,3
42.0,1.0,14.0,4.0,1
2.0,1.0,1.0,1.0,7
13.0,24.0,1.0,2.0,3
66.0,4.0,125.0,58.0,2
5.0,15.0,4.0,76.0,256
2.0,3.0,158.0,6.0,1
1.0,1.0,1.0,4.0,1
1.0,2.0,13.0,1.0,320
60.0,23.0,14.0,3.0,1
11.0,5.0,2.0,3.0,3
2.0,1.0,27.0,26.0,1
67.0,1.0,6.0,36.0,1
58.0,1.0,33.0,1.0,36
2.0,4.0,11.0,228.0,1
2.0,139.0,124.0,2.0,1
82.0,1.0,110.0,12.0,1
30.0,1.0,47.0,2.0,10
3.0,1.0,8.0,1.0,113
6.0,6.0,88.0,1.0,2
15.0,4.0,1.0,5.0,5
4.0,1.0,51.0,2.0,186
1.0,32.0,3.0,4.0,2
16.0,3.0,9.0,7.0,8
5.0,2.0,57.0,1.0,3
5.0,6.0,6.0,1.0,1
7.0,12.0,3.0,1.0,37
8.0,6.0,3.0,37.0,8
1.0,36.0,1.0,2.0,97
1.0,57.0,6.0,1.0,94
4.0,6.0,45.0,439.0,65
1.0,2.0,1.0,19.0,1
3.0,14.0,12.0,9.0,1
1.0,1.0,1.0,1.0,8
2.0,2.0,8.0,24.0,1
1.0,2.0,1.0,26.0,1
3.0,1.0,1.0,1.0,5
1.0,1.0,111.0,10.0,27
3.0,1.0,1.0,36.0,39
3.0,4.0,14.0,82.0,1
3.0,1.0,3.0,1.0,2
1.0,1.0,1.0,3.0,4
1.0,1.0,5.0,1.0,19
1.0,1.0,30.0,50.0,2
3.0,1.0,4.0,2.0,1
8.0,1.0,4.0,22.0,3
1.0,4.0,1.0,1.0,1
3.0,1.0,1.0,8.0,10
1.0,17.0,1.0,2.0,2
9.0,11.0,1.0,5.0,1
2.0,1.0,1.0,2.0,1
1.0,16.0,1.0,3.0,1
672.0,25.0,1.0,3.0,63
15.0,2.0,2.0,5.0,3
19.0,1.0,1.0,5.0,23
1.0,1.0,1.0,1.0,1
1.0,2.0,1.0,1.0,1
1.0,18.0,1.0,1.0,2
1.0,2.0,1.0,1.0,29
2.0,4.0,31.0,1.0,1
1.0,2.0,65.0,4.0,6
1.0,16.0,1.0,30.0,129
1.0,67.0,112.0,1.0,8
2.0,142.0,8.0,1.0,1
1.0,92.0,2.0,11.0,3
4.0,8.0,2.0,7.0,1
1.0,1.0,117.0,48.0,3
1.0,12.0,1.0,111.0,10
1.0,46.0,2.0,4.0,59
1.0,2.0,3.0,7.0,1
1.0,3.0,91.0,13.0,11
1.0,5.0,4.0,6.0,30
1.0,3.0,1.0,1.0,417
1.0,7.0,188.0,1.0,4
2.0,1.0,1.0,11.0,5
1.0,1.0,13.0,5.0,1
56.0,6.0,1.0,1.0,6
327.0,4.0,24.0,1.0,23
2.0,1.0,42.0,14.0,22
12.0,1.0,1.0,40.0,1
2.0,57.0,55.0,2.0,11
8.0,3.0,10.0,241.0,23
2.0,6.0,1.0,2.0,6
16.0,1.0,141.0,19.0,2
1.0,1.0,162.0,2.0,1
4.0,16.0,74.0,1.0,25
1.0,6.0,8.0,1.0,1
2.0,2.0,142.0,1.0,25
1.0,262.0,1.0,11.0,26
1.0,116.0,1.0,1.0,1
1.0,2.0,43.0,2.0,1
5.0,14.0,2.0,11.0,6
1.0,5.0,56.0,1.0,2
2.0,1.0,5.0,22.0,1
1.0,3.0,4.0,1.0,57
36.0,18.0,1.0,370.0,1
1.0,1.0,1.0,1.0,1
2.0,15.0,1.0,1.0,57
15.0,1.0,3.0,1.0,1
7.0,4.0,66.0,1.0,6
127.0,1.0,6.0,1.0,1
5.0,11.0,7.0,1.0,41
1.0,1.0,7.0,17.0,37
25.0,3.0,1.0,1.0,3
13.0,2.0,1.0,1.0,20
1.0,1.0,1.0,30.0,51
3.0,29.0,1.0,8.0,4
3.0,4.0,135.0,16.0,1
72.0,5.0,1.0,66.0,1
52.0,1.0,33.0,1.0,5
1.0,7.0,19.0,2.0,49
1.0,3.0,1.0,3.0,9
2.0,14.0,5.0,1.0,12
29.0,8.0,22.0,1.0,38
5.0,2.0,28.0,68.0,5
35.0,6.0,1.0,1.0,2
1.0,7.0,1.0,1.0,15
5.0,1.0,1.0,24.0,3
3.0,130.0,1.0,7.0,1
4.0,3.0,3.0,72.0,2
33.0,1.0,1.0,4.0,2
1.0,3.0,1.0,9.0,65
1.0,5.0,1.0,1.0,3
7.0,3.0,1.0,23.0,1
66.0,2.0,1.0,1.0,1
3.0,43.0,1.0,3.0,88
2.0,4.0,1.0,11.0,37
32.0,8.0,1.0,5.0,1
30.0,9.0,1.0,1.0,5
1.0,2.0,1.0,3.0,1
2.0,4.0,1.0,1.0,58
32.0,6.0,76.0,5.0,1
45.0,1.0,2.0,5.0,12
4.0,41.0,127.0,47.0,97
1.0,14.0,1.0,1.0,4
22.0,3.0,4.0,1.0,1
41.0,3.0,1.0,16.0,1
3.0,13.0,68.0,4.0,1
11.0,1.0,1.0,1.0,1
9.0,1.0,28.0,1.0,7
8.0,1.0,4.0,66.0,1
13.0,1.0,110.0,1.0,1
2.0,1.0,3.0,82.0,1
18.0,1.0,239.0,5.0,1
1.0,1.0,4.0,6.0,2
2.0,1.0,18.0,1.0,34
1.0,3.0,1.0,2.0,1
5.0,1.0,303.0,8.0,22
17.0,4.0,40.0,1.0,90
1.0,2.0,129.0,3.0,108
4.0,11.0,1.0,1.0,12
1.0,1.0,67.0,2.0,64
2.0,1.0,17.0,16.0,1
7.0,1.0,185.0,45.0,44
1.0,3.0,172.0,1.0,8
1.0,26.0,44.0,192.0,5
4.0,29.0,1.0,1.0,4
1.0,4.0,15.0,18.0,1
3.0,13.0,167.0,5.0,5
1.0,15.0,1.0,1.0,7
16.0,3.0,1.0,1.0,1
1.0,3.0,24.0,1.0,41
1.0,1.0,1.0,13.0,4
2.0,32.0,3.0,1.0,17
1.0,1.0,1.0,1.0,1
1.0,10.0,115.0,1.0,1
1.0,22.0,8.0,2.0,32
1.0,68.0,55.0,1.0,5
